City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,zinacatepec,18.3333,-97.25,31.6,32,12,1.09,MX,1683824765
275,yokadouma,3.5167,15.05,26.63,67,88,0.68,CM,1683824765
276,cadale,2.7603,46.3222,27.48,83,97,8.21,SO,1683824765
277,kapuskasing,49.4169,-82.4331,22.0,40,100,8.23,CA,1683824766
278,shillong,25.5689,91.8831,19.26,52,68,0.66,IN,1683824766
279,aljezur,37.3191,-8.8033,20.08,54,1,9.2,PT,1683824766
280,san juan de uraba,8.7592,-76.5297,30.64,66,90,2.62,CO,1683824767
281,faya-largeau,17.9257,19.1043,36.12,9,83,3.92,TD,1683824767
282,el nido,11.1858,119.3956,28.02,82,100,2.24,PH,1683824470
283,yaren,-0.5472,166.916,28.24,78,75,5.08,NR,1683824768
284,guercif,34.2257,-3.3536,27.94,32,46,8.57,MA,1683824768
285,vad,55.5301,44.2114,10.34,69,92,2.9,RU,1683824769
286,sant lluis,39.8526,4.2594,14.22,94,75,3.09,ES,1683824543
287,nobres,-14.7203,-56.3275,30.78,50,83,1.62,BR,1683824769
288,longfeng,46.55,125.1167,17.96,26,100,5.8,CN,1683824769
289,maiduguri,11.8464,13.1603,39.33,11,72,4.15,NG,1683824770
290,ballina,-28.8667,153.5667,14.45,99,28,1.96,AU,1683824537
291,hami,42.8,93.45,21.25,12,0,3.63,CN,1683824770
292,novyye lyady,58.0536,56.6039,10.58,69,11,1.43,RU,1683824770
293,tromso,69.6496,18.957,8.01,87,75,7.72,NO,1683824771
294,nogliki,51.8333,143.1667,0.23,95,100,1.39,RU,1683824771
295,boiling springs,35.0465,-81.9818,26.32,60,40,2.06,US,1683824771
296,romblon,12.5751,122.2708,28.42,78,100,4.71,PH,1683824772
297,jahazpur,25.6167,75.2833,34.24,8,0,1.78,IN,1683824772
298,sassandra,4.95,-6.0833,29.76,71,70,3.97,CI,1683824772
299,okhotsk,59.3833,143.3,-0.43,91,94,1.7,RU,1683824773
300,jose de freitas,-4.7564,-42.5756,31.53,47,59,1.52,BR,1683824773
301,boyolangu,-8.1181,111.8935,24.87,94,100,1.33,ID,1683824773
302,karwar,14.8,74.1333,28.17,85,97,1.82,IN,1683824774
303,wynyard,-41.0,145.7167,9.99,82,91,0.58,AU,1683824774
304,santa fe do sul,-20.2111,-50.9258,27.15,59,79,2.28,BR,1683824710
305,colonia,50.9333,6.95,16.83,79,20,3.6,DE,1683824713
306,chiredzi,-21.05,31.6667,22.09,45,0,2.99,ZW,1683824775
307,tuy hoa,13.0833,109.3,26.11,90,100,1.64,VN,1683824775
308,montepuez,-13.1256,38.9997,22.91,61,99,1.84,MZ,1683824776
309,suntar,62.1444,117.6319,-1.51,73,10,0.64,RU,1683824776
310,hobyo,5.3505,48.5268,27.7,82,96,10.2,SO,1683824776
311,prince rupert,54.3161,-130.3201,12.05,65,100,2.06,CA,1683824777
312,nicoya,10.1483,-85.452,35.49,40,35,1.5,CR,1683824777
313,qusmuryn,52.4503,64.6311,11.75,58,79,4.1,KZ,1683824777
314,pathardi,19.1667,75.1833,34.58,14,11,2.86,IN,1683824777
315,ambodifotatra,-16.9833,49.85,26.69,73,3,4.47,MG,1683824778
316,dolbeau-mistassini,48.8763,-72.212,19.36,36,0,3.23,CA,1683824531
317,wamba,8.9333,8.6,29.8,55,55,1.98,NG,1683824778
318,dalnerechensk,45.9339,133.7225,7.27,83,23,2.11,RU,1683824779
319,la ronge,55.1001,-105.2842,20.14,32,0,1.54,CA,1683824779
320,ancud,-41.8697,-73.8203,13.7,91,100,4.14,CL,1683824779
321,lipayran,11.0593,123.6342,28.38,81,96,5.33,PH,1683824779
322,macau,22.2006,113.5461,24.89,78,40,2.57,MO,1683824780
323,la'ie,21.6477,-157.9253,22.28,88,58,1.79,US,1683824780
324,bandon,51.7469,-8.7425,14.77,83,42,8.05,IE,1683824780
325,la mira,18.035,-102.3266,30.88,57,71,3.42,MX,1683824781
326,golere,16.2557,-14.1017,42.63,8,89,3.22,SN,1683824781
327,nova venecia,-18.7106,-40.4006,29.67,53,65,0.5,BR,1683824565
328,bolnisi,41.4479,44.5384,15.77,92,99,0.81,GE,1683824782
329,nadym,65.5333,72.5167,-8.56,91,74,2.97,RU,1683824782
330,aleg,17.0481,-13.9209,42.6,8,34,4.77,MR,1683824783
331,mejit,10.2753,170.8646,27.58,80,100,7.86,MH,1683824783
332,polyarnyy,69.1989,33.4478,3.91,100,100,2.22,RU,1683824783
333,haiku-pauwela,20.9219,-156.3051,23.91,85,0,2.57,US,1683824783
334,fortuna,40.5982,-124.1573,14.64,83,100,0.45,US,1683824784
335,mokhsogollokh,61.4681,128.9203,-2.44,73,100,2.06,RU,1683824784
336,gizo,-8.103,156.8419,27.92,78,98,2.84,SB,1683824784
337,conception bay south,47.4999,-52.9981,12.25,46,10,5.47,CA,1683824785
338,pitimbu,-7.4706,-34.8086,30.33,65,58,3.32,BR,1683824785
339,marka,1.7159,44.7717,26.91,86,68,7.6,SO,1683824785
340,buka,40.8108,69.1986,25.12,29,100,2.96,UZ,1683824786
341,champerico,14.3,-91.9167,32.3,62,4,2.76,GT,1683824786
342,belgrade,44.804,20.4651,13.46,71,40,8.75,RS,1683824489
343,ribas do rio pardo,-20.4431,-53.7592,25.4,56,72,2.78,BR,1683824789
344,kulhudhuffushi,6.6221,73.07,29.1,74,95,3.71,MV,1683824790
345,neryungri,56.6709,124.6491,-0.74,94,100,4.24,RU,1683824790
346,altayskoye,51.9533,85.3325,16.22,60,85,4.83,RU,1683824791
347,carutapera,-1.195,-46.02,29.26,70,77,2.95,BR,1683824792
348,katsuura,35.1333,140.3,14.85,66,100,2.0,JP,1683824792
349,saubara,-12.7375,-38.7686,27.63,73,65,3.54,BR,1683824793
350,kupang,-10.1667,123.5833,25.02,80,86,6.09,ID,1683824793
351,karatau,43.1667,70.4667,21.86,32,99,2.36,KZ,1683824793
352,shira,54.4911,89.9531,6.59,79,100,0.57,RU,1683824793
353,novaya igirma,57.1334,103.9112,2.23,57,83,1.87,RU,1683824794
354,garissa,-0.4536,39.6401,28.91,54,97,8.04,KE,1683824794
355,lodja,-3.4833,23.4333,24.76,71,96,0.99,CD,1683824794
356,pacific grove,36.6177,-121.9166,16.12,73,75,2.68,US,1683824670
357,ngaoundere,7.3167,13.5833,20.96,80,88,1.32,CM,1683824795
358,pokaran,26.9167,71.9167,36.64,11,1,3.75,IN,1683824795
359,kambove,-10.8764,26.5969,16.19,65,0,0.65,CD,1683824796
360,maintirano,-18.0667,44.0167,26.03,77,85,3.28,MG,1683824575
361,abu dhabi,24.4667,54.3667,32.06,31,0,2.06,AE,1683824779
362,bubaque,11.2833,-15.8333,26.9,67,53,6.99,GW,1683824796
363,ermoupolis,37.4423,24.9425,16.39,67,80,7.2,GR,1683824797
364,island harbour,50.724,-1.2758,17.31,67,30,1.79,GB,1683824797
365,mgandu,-5.95,34.1333,20.36,63,98,1.86,TZ,1683824797
366,verkhnevilyuysk,63.4453,120.3167,-2.12,74,55,1.55,RU,1683824798
367,tyukhtet,56.5389,89.3011,5.23,77,68,1.28,RU,1683824798
368,hanceville,34.0607,-86.7675,24.95,70,97,4.51,US,1683824798
369,hinton,53.4001,-117.5857,14.99,53,44,1.24,CA,1683824798
370,bluefields,12.0137,-83.7635,31.04,79,75,4.12,NI,1683824799
371,oliva de la frontera,38.276,-6.9187,27.65,13,8,5.5,ES,1683824799
372,vredendal,-31.6683,18.5012,15.42,73,100,8.61,ZA,1683824799
373,boa vista,2.8197,-60.6733,29.99,62,75,1.54,BR,1683824800
374,victorica,-36.2151,-65.4359,20.91,38,34,6.24,AR,1683824800
375,kota kinabalu,5.9749,116.0724,27.99,89,20,1.54,MY,1683824584
376,nema,57.5067,50.5011,8.72,75,12,1.64,RU,1683824800
377,aegina,37.7467,23.4275,17.75,68,100,6.15,GR,1683824801
378,sao tome,0.3365,6.7273,28.44,77,91,3.45,ST,1683824801
379,cannonvale,-20.2833,148.7,21.66,82,14,6.77,AU,1683824801
380,mahibadhoo,3.7833,72.9667,27.97,78,100,6.16,MV,1683824802
381,sao joao da barra,-21.6403,-41.0511,25.05,81,100,4.01,BR,1683824621
382,tommot,58.9564,126.2925,-0.39,98,100,2.88,RU,1683824802
383,golyshmanovo,56.3979,68.3728,6.07,69,56,3.28,RU,1683824802
384,launceston,-41.45,147.1667,10.08,85,75,3.09,AU,1683824803
385,kenai,60.5544,-151.2583,6.28,80,72,2.27,US,1683824561
386,nouadhibou,20.931,-17.0347,20.99,78,74,9.77,MR,1683824803
387,aykhal,66.0,111.5,-1.2,91,100,10.58,RU,1683824804
388,turar ryskulov,42.5333,70.3333,20.7,40,100,1.85,KZ,1683824804
389,suixi,33.8907,116.7747,14.52,61,87,2.15,CN,1683824804
390,wundanyi,-3.4019,38.364,18.32,71,97,3.02,KE,1683824805
391,codrington,-38.2667,141.9667,9.89,76,100,3.39,AU,1683824805
392,tell city,37.9514,-86.7678,24.76,66,0,0.0,US,1683824805
393,energetik,51.7445,58.7934,10.61,67,82,3.47,RU,1683824806
394,kota belud,6.351,116.4305,25.96,87,73,1.61,MY,1683824806
395,sur,22.5667,59.5289,32.52,44,0,0.62,OM,1683824806
396,uturoa,-16.7333,-151.4333,26.73,81,95,10.41,PF,1683824806
397,lazaro cardenas,17.9583,-102.2,30.62,58,79,3.19,MX,1683824807
398,kwang binh,17.4833,106.6,25.23,90,29,2.49,VN,1683824807
399,flin flon,54.7682,-101.865,20.92,39,1,3.25,CA,1683824807
400,langepas,61.2544,75.2124,-1.75,63,63,4.66,RU,1683824808
401,le port,-20.9373,55.2919,26.0,90,47,2.32,RE,1683824808
402,la villa del rosario,10.3258,-72.3134,34.04,47,98,1.51,VE,1683824808
403,fort mcmurray,56.7268,-111.381,21.0,36,97,1.48,CA,1683824809
404,tralee,52.2704,-9.7026,13.14,82,75,6.69,IE,1683824809
405,susuman,62.7833,148.1667,-1.43,91,92,1.04,RU,1683824809
406,kaynarca,41.0308,30.3075,12.1,85,92,6.36,TR,1683824810
407,belyy yar,53.6039,91.3903,10.94,71,20,3.0,RU,1683824811
408,mirandela,41.4874,-7.187,22.95,28,0,7.17,PT,1683824811
409,centralia,46.7162,-122.9543,16.66,71,0,1.54,US,1683824811
410,tintafor,8.6267,-13.215,29.22,67,93,4.2,SL,1683824812
411,heyuan,23.7333,114.6833,21.75,94,100,1.39,CN,1683824812
412,chui,-33.6971,-53.4616,17.0,63,69,3.55,UY,1683824813
413,olyokminsk,60.3736,120.4264,0.96,76,100,0.97,RU,1683824814
414,acapulco de juarez,16.8634,-99.8901,30.9,57,36,3.1,MX,1683824597
415,real,14.6625,121.6047,26.45,90,90,2.52,PH,1683824815
416,hilo,19.7297,-155.09,25.16,85,40,1.54,US,1683824815
417,darnah,32.767,22.6367,19.14,73,6,2.11,LY,1683824815
418,praia da vitoria,38.7333,-27.0667,18.2,88,89,5.3,PT,1683824816
419,alta,69.9689,23.2717,8.59,82,75,1.03,NO,1683824816
420,remire-montjoly,4.9167,-52.2667,25.02,100,75,2.06,GF,1683824816
421,castanos,26.7833,-101.4167,31.3,38,40,0.0,MX,1683824817
422,arkadak,51.9326,43.4978,8.32,95,93,2.42,RU,1683824817
423,tidjikja,18.5564,-11.4271,40.27,8,85,3.75,MR,1683824586
424,karymskoye,51.6167,114.35,7.52,46,87,5.33,RU,1683824817
425,mae chan,20.1467,99.8526,26.24,84,96,0.79,TH,1683824818
426,meizhou,24.2977,116.1072,21.61,93,100,0.62,CN,1683824818
427,pagsanghan,11.9657,124.7212,25.18,92,99,1.88,PH,1683824818
428,kalianget,-7.05,113.9333,27.74,85,100,4.94,ID,1683824819
429,valley center,33.2184,-117.0342,17.12,74,61,0.89,US,1683824819
430,bamboo flat,11.7,92.7167,28.99,75,100,8.71,IN,1683824819
431,preobrazheniye,42.9019,133.9064,6.81,66,77,2.36,RU,1683824820
432,coquimbo,-29.9533,-71.3436,14.85,82,100,2.57,CL,1683824820
433,rio grande,-32.035,-52.0986,19.06,69,63,5.87,BR,1683824577
434,zheleznodorozhnyy,55.7503,38.0042,16.23,72,73,2.02,RU,1683824820
435,kristiansund,63.1115,7.732,12.03,76,75,2.57,NO,1683824821
436,namibe,-15.1961,12.1522,24.34,74,14,5.29,AO,1683824821
437,price,39.5994,-110.8107,17.29,31,0,7.2,US,1683824821
438,kairouan,35.6781,10.0963,19.54,74,88,6.38,TN,1683824822
439,naze,28.3667,129.4833,19.51,61,70,2.94,JP,1683824593
440,vorgashor,67.5833,63.95,-4.81,96,100,1.89,RU,1683824822
441,veraval,20.9,70.3667,30.97,52,5,7.33,IN,1683824823
442,gua musang,4.8823,101.9644,24.62,92,57,0.6,MY,1683824823
443,banda aceh,5.5577,95.3222,27.21,80,100,1.55,ID,1683824823
444,san julian,21.0167,-102.1667,25.3,13,1,4.88,MX,1683824824
445,wacheng,33.7833,114.5167,14.02,52,69,3.26,CN,1683824824
446,kayangel,8.0823,134.7173,28.81,72,96,1.36,PW,1683824825
447,waddan,29.1614,16.139,27.32,29,2,6.68,LY,1683824825
448,nehe,48.4833,124.8333,16.55,26,100,4.53,CN,1683824826
449,zabol,32.25,67.25,21.94,24,61,1.72,AF,1683824826
450,zhob,31.3411,69.4481,26.11,26,66,1.09,PK,1683824826
451,alness,57.696,-4.2551,10.36,92,100,2.78,GB,1683824827
452,kavaratti,10.5669,72.642,29.61,71,65,1.58,IN,1683824827
453,quitilipi,-26.8691,-60.2168,24.24,42,46,2.44,AR,1683824827
454,tindouf,27.6711,-8.1474,39.96,6,8,6.92,DZ,1683824827
455,mitu,1.1983,-70.1733,22.66,96,100,0.39,CO,1683824828
456,sonamura,23.4719,91.2664,27.41,68,12,3.8,IN,1683824828
457,comayagua,14.45,-87.6333,34.68,37,53,1.41,HN,1683824828
458,raahe,64.6833,24.4833,15.05,69,5,8.01,FI,1683824829
459,gamba,-2.65,10.0,26.83,85,56,3.22,GA,1683824829
460,hailar,49.2,119.7,11.9,78,100,2.45,CN,1683824829
461,pemangkat,1.1667,108.9667,26.85,84,60,2.61,ID,1683824830
462,barra do corda,-5.5,-45.25,32.12,54,33,1.62,BR,1683824570
463,ati,13.2154,18.3353,38.11,8,66,3.08,TD,1683824830
464,altai,46.3722,96.2583,7.31,43,42,2.36,MN,1683824831
465,gaigeturi,33.4644,126.3183,16.36,82,40,2.8,KR,1683824831
466,inyonga,-6.7167,32.0667,20.92,75,100,0.52,TZ,1683824831
467,lloydminster,53.2835,-110.0016,18.12,42,75,1.54,CA,1683824576
468,malazgirt,39.1427,42.5401,14.25,58,82,2.4,TR,1683824832
469,tchintabaraden,15.8969,5.7985,40.56,12,95,3.83,NE,1683824832
470,myingyan,21.4667,95.3833,33.73,43,92,6.18,MM,1683824833
471,bonthe,7.5264,-12.505,30.0,65,97,4.73,SL,1683824602
472,phon,15.816,102.5998,32.25,60,18,2.76,TH,1683824834
473,wewak,-3.5534,143.6268,27.02,82,99,1.69,PG,1683824834
474,satipo,-11.2522,-74.6386,23.57,89,97,0.96,PE,1683824834
475,kimry,56.8667,37.35,12.72,64,64,1.87,RU,1683824835
476,huetamo de nunez,18.5833,-100.8833,36.45,26,21,0.99,MX,1683824835
477,gandajika,-6.75,23.95,23.78,58,28,1.28,CD,1683824836
478,kyaukse,21.6,96.1333,27.84,70,91,5.52,MM,1683824836
479,la passe,45.5549,-0.8967,16.68,64,18,6.49,FR,1683824837
480,ribeirao da ilha,-27.6993,-48.5322,22.2,52,20,7.2,BR,1683824837
481,broome,42.2506,-75.833,24.27,41,0,3.13,US,1683824837
482,skoghall,59.3232,13.4655,20.31,32,20,2.57,SE,1683824838
483,yuzhno-sukhokumsk,44.6581,45.6436,11.59,70,81,4.51,RU,1683824838
484,puerto carreno,6.189,-67.4859,30.87,57,86,2.91,CO,1683824839
485,atherton,53.5237,-2.4935,16.14,76,100,1.34,GB,1683824778
486,necochea,-38.5473,-58.7368,14.44,49,47,2.89,AR,1683824839
487,pangoa,-12.1167,-73.0,26.68,66,100,1.33,PE,1683824840
488,nyurba,63.2842,118.3319,-2.1,68,5,1.1,RU,1683824840
489,palikir - national government center,6.9248,158.1611,28.03,80,42,5.9,FM,1683824841
490,severo-yeniseyskiy,60.3725,93.0408,0.06,87,100,1.14,RU,1683824841
491,muri,23.3667,85.8667,29.8,9,1,0.57,IN,1683824841
492,acajutla,13.5928,-89.8275,30.53,63,6,3.45,SV,1683824842
493,smara,26.7384,-11.6719,36.59,15,89,8.37,EH,1683824842
494,tutoia,-2.7619,-42.2744,29.1,72,30,3.51,BR,1683824842
495,buenavista del norte,28.3746,-16.861,25.25,69,0,8.08,ES,1683824843
496,abu jibeha,11.4562,31.2285,36.19,20,37,0.84,SD,1683824843
497,kodiak,57.79,-152.4072,5.73,87,100,5.14,US,1683824844
498,fort-shevchenko,44.5086,50.263,15.59,84,56,7.95,KZ,1683824844
499,nyala,12.05,24.8833,35.15,21,95,2.51,SD,1683824844
500,whitehaven,54.549,-3.5841,13.81,90,100,0.45,GB,1683824550
501,magadan,59.5667,150.8,-0.12,94,23,0.89,RU,1683824845
502,wau,7.7029,27.9953,29.68,45,86,1.89,SS,1683824845
503,kailua-kona,19.6406,-155.9956,23.98,80,40,2.06,US,1683824846
504,conde,-7.2597,-34.9075,29.7,62,20,5.14,BR,1683824846
505,gobabis,-22.45,18.9667,21.6,15,5,3.85,NA,1683824846
506,antofagasta,-23.65,-70.4,18.6,62,25,2.76,CL,1683824847
507,nanakuli,21.3906,-158.1547,22.28,83,100,2.06,US,1683824847
508,pindushi,62.9152,34.58,14.08,46,96,2.44,RU,1683824847
509,chibougamau,49.9168,-74.3659,17.63,32,4,2.81,CA,1683824848
510,hithadhoo,-0.6,73.0833,28.65,77,94,6.43,MV,1683824848
511,santa vitoria do palmar,-33.5189,-53.3681,17.52,59,62,3.45,BR,1683824849
512,alpena,45.0617,-83.4327,26.18,31,75,1.41,US,1683824849
513,curuca,-0.7289,-47.8481,28.46,78,72,2.48,BR,1683824850
514,manokwari,-0.8667,134.0833,25.05,89,100,3.75,ID,1683824850
515,cestos city,5.46,-9.5828,29.05,75,47,3.58,LR,1683824850
516,muli,2.9167,73.5667,28.0,79,99,6.43,MV,1683824850
517,newton,42.337,-71.2092,28.19,26,0,5.14,US,1683824851
518,canon city,38.441,-105.2424,13.17,67,0,11.32,US,1683824695
519,weno,7.4515,151.8468,28.47,78,93,3.46,FM,1683824852
520,calabozo,8.9242,-67.4293,33.13,44,94,1.93,VE,1683824852
521,collie,-33.3667,116.15,7.7,74,0,1.85,AU,1683824852
522,markovo,57.3206,107.0881,-2.37,92,32,1.3,RU,1683824853
523,east end,34.5507,-92.341,22.84,89,100,4.03,US,1683824853
524,ostersund,63.1792,14.6357,13.67,35,0,4.12,SE,1683824853
525,marsh harbour,26.5412,-77.0636,25.58,68,4,5.89,BS,1683824734
526,swakopmund,-22.6833,14.5333,17.47,87,100,2.68,NA,1683824715
527,kiunga,-6.1219,141.2906,23.45,100,100,0.23,PG,1683824854
528,coahuayana de hidalgo,18.7,-103.6583,32.5,50,26,3.18,MX,1683824854
529,muisne,0.6,-80.0333,29.05,74,83,2.22,EC,1683824854
530,valparaiso,-33.0393,-71.6273,30.13,23,0,6.17,CL,1683824761
531,callao,-12.0667,-77.15,27.07,64,40,5.66,PE,1683824857
532,nenjiang,49.1833,125.2167,14.96,29,100,3.48,CN,1683824858
533,cole harbour,44.6724,-63.4751,20.1,58,10,4.92,CA,1683824858
534,cidreira,-30.1811,-50.2056,17.7,66,62,7.02,BR,1683824566
535,ishikawa,26.4233,127.8214,20.98,68,7,2.24,JP,1683824859
536,acarau,-2.8856,-40.12,29.15,72,58,3.98,BR,1683824859
537,lospalos,-8.5186,127.0025,21.44,83,70,3.69,TL,1683824860
538,vilhena,-12.7406,-60.1458,27.12,65,20,3.6,BR,1683824652
539,eyl,7.9803,49.8164,28.01,81,100,7.58,SO,1683824860
540,kone,-21.0595,164.8658,21.8,79,100,2.53,NC,1683824861
541,grand falls-windsor,48.9332,-55.6649,12.5,38,16,2.68,CA,1683824861
542,liboro,13.8245,122.7295,25.85,88,86,2.55,PH,1683824861
543,totness,5.8833,-56.3167,27.18,80,61,3.04,SR,1683824862
544,horta,38.5333,-28.6333,19.8,68,20,5.36,PT,1683824862
545,yulinshi,38.2906,109.7494,15.59,31,29,2.48,CN,1683824862
546,glace bay,46.1969,-59.957,16.26,31,17,5.15,CA,1683824863
547,moscow,55.7522,37.6156,16.24,54,52,1.76,RU,1683824689
548,zhaotong,27.3167,103.7167,8.39,91,100,3.2,CN,1683824863
549,totskoye,52.5248,52.7623,13.77,46,99,3.1,RU,1683824864
550,fengxiang,47.5833,130.8333,10.48,37,23,1.29,CN,1683824864
551,chashniki,54.8569,29.1607,12.55,70,72,2.77,BY,1683824864
